text,therapy,disorder,source,citation
"I’m a senior high school student. I’m also five months pregnant. I got pregnant by my boyfriend of three years. My parents don’t want us to communicate with each other. He can’t even come to visit my gynecologist. My mom goes to attend all of my doctor’s appointments. She’s supportive of me. I wish,",Cognitive Behavioral Therapy,Stress,huggingface_counseling,
"I was the one who ended it, and I'm so glad I did. It was the best decision I made in my life. But how do I stop the nightmares and flashbacks? It is creating a wall in my current relationship.",Cognitive Behavioral Therapy,PTSD,huggingface_counseling,
"Patient presents with accident trauma, complex PTSD. No prior psychiatric history.",EMDR Therapy,PTSD,clinical_knowledge_graph,WHO 2013: EMDR recommended for PTSD in adults
"I want us all to get along, but feel that I am not being respected. Of course I do have some insecurities because he was with his ex for 8 years. He wants to see his step daughter and ex makes it so he has to go there to see her, but she doesn't want me around. She has a boyfriend, but mine fixes th",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with trembling, embarrassment, blushing, avoidance of social situations. This has persisted for several months.",Cognitive Behavioral Therapy,Anxiety,clinical_knowledge_graph,NICE CG159: CBT recommended for social anxiety disorder
"Is it normal for people to cry during therapy, or is it just me?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
How does a counselor decide when to end counseling sessions or to terminate working with a client?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
My boyfriend is in recovery from drug addiction. We recently got into a fight and he has become very distant. I don't know what to do to fix the relationship.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with generalised worry, muscle tension, irritability. Patient has tried self-management without success.",Mindfulness-Based Therapy,Anxiety,clinical_knowledge_graph,NICE CG113 Step 3: MBSR as alternative where CBT not available
"I was raped by multiple men, and now I can't stand the sight of myself. I wear lingerie to get my self excited enough to have sex with my wife.",EMDR Therapy,PTSD,huggingface_counseling,
"I'm having a quinceañera, and the girls don't like their dresses. They never told me, and now it's a week away. I don't know what to do.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
My fiancé and I have been together for 3 years and our relationship has always been good. The only issue we had was that he felt like he wasn't getting enough sexual attention from me.    I recently found out he cheated on me with another women. He says he wants his family back but I'm confused on w,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
What makes a healthy marriage last?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I have anxieties about everyday stressors, i.e. finances, work, relationships, kids, and maintaining a household.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I recently went through a divorce. My ex-husband called my sister saying bad things about me. My sister never defended me. Now that I showed the truth, she's shutting me up and saying she doesn't care about the fight. Why didn't she convey that to him from the beginning?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
I have been having horrendous nightmares this whole month.,Sleep Therapy,Stress,huggingface_counseling,
"My fiancée suffers from severe anxiety and depression. She has had it most of her life. Her anxiety in public places is the worst. It gets to points where she can't breathe or move. Sometimes, she won't even go to the restroom, so she will hold in her pee until her stomach hurts or she pees herself.",Medication Management,Anxiety,huggingface_counseling,
"Patient presents with emotional numbing, survivor guilt. No prior psychiatric history.",EMDR Therapy,PTSD,clinical_knowledge_graph,NICE 2018: Trauma-focused EMDR for PTSD — 8-12 sessions
"Patient presents with poor concentration, persistent low mood, fatigue. Patient has tried self-management without success.",Cognitive Behavioral Therapy,Depression,clinical_knowledge_graph,NICE CG90: CBT recommended for mild-moderate depression
I feel like I hate myself physically and emotionally sometimes. How can I start accepting myself and be more confident?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I’m a man, and I’m soon to be married. I have been messing around with other men on the side. It started as a once in a while thing, but it’s been happening a lot. I don't know what to do.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I work two jobs and go to school for criminal justice. Over the summer, my father had a stroke. It was very devastating. My father isn't the same, and my family fights every day. I have been kicked out the house many times. I break down a lot.",Cognitive Behavioral Therapy,Stress,huggingface_counseling,
"I stopped for a while, but I’ve started doing it again. It’s like an addiction. The more I try to stop, the more I want to do it. I’ve tried doing some of the stuff they say to do like draw, but it doesn’t work.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"My son was diagnosed with autism a few years ago and I stopped working so that I could take care of him.  I also was dealing with an abusive relationship (mentally, physically, and emotionally). Now I live like a recluse and I always feel nervous around people.

How can I feel more comfortable aro",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I'm going through some things with my feelings and myself. I barely sleep and I do nothing but think about how I'm worthless and how I shouldn't be here.
   I've never tried or contemplated suicide. I've always wanted to fix my issues, but I never get around to it.
   How can I change my feeling of ",Sleep Therapy,Anxiety,huggingface_counseling,
"I have a lot on my mind, but all I want to do is stay locked in my room and not socialize with anyone. Why do I feel so alone?",Cognitive Behavioral Therapy,Depression,huggingface_counseling,
"How do you know you have the right therapist for you?
 How would I know how to ""train"" my therapist to be able to give me what I need from treatment?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with hypervigilance, nightmares. Patient has tried self-management without success.",EMDR Therapy,PTSD,clinical_knowledge_graph,NICE 2018 PTSD: EMDR recommended as first-line alongside trauma-focused CBT
"My suppose-to-be father told me to go find my real dad. We haven't been getting along since I was a teenager. If I said one thing that he thought was wrong, I always got degraded. He never said “I love you.” He never gave us hugs. He’s always called me horrible names. I feel he's an evil man with no",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
